MsgNum, Byte, GRIB-Version, elem, level, reference(UTC), valid(UTC), Proj(hr)
742.1, 807816806, 2, VGRD="v-component of wind [m/s]", 2743-GPML, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
743.0, 811208552, 2, TMP="Temperature [K]", 3658-GPML, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
744.0, 812050445, 2, UGRD="u-component of wind [m/s]", 3658-GPML, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
744.1, 812050445, 2, VGRD="v-component of wind [m/s]", 3658-GPML, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
745.0, 815303328, 2, TMP="Temperature [K]", 4572-GPML, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
746.0, 816110982, 2, UGRD="u-component of wind [m/s]", 4572-GPML, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
746.1, 816110982, 2, VGRD="v-component of wind [m/s]", 4572-GPML, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
747.0, 819268717, 2, HGT="Geopotential height [gpm]", 0-0DEG, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
748.0, 821298452, 2, RH="Relative humidity [%]", 0-0DEG, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
749.0, 822370828, 2, HGT="Geopotential height [gpm]", 0-HTFL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
750.0, 824354793, 2, PRES="Pressure [Pa]", 3000-0-SPDL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
751.0, 826742646, 2, TMP="Temperature [K]", 3000-0-SPDL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
752.0, 827883602, 2, POT="Potential temperature [K]", 3000-0-SPDL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
753.0, 829695591, 2, RH="Relative humidity [%]", 3000-0-SPDL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
754.0, 830715406, 2, DPT="Dew point temperature [K]", 3000-0-SPDL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
755.0, 831894738, 2, SPFH="Specific humidity [kg/kg]", 3000-0-SPDL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
756.0, 834132522, 2, MCONV="Horizontal Moisture Divergence [kg/(kg*s)]", 3000-0-SPDL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
757.0, 835267242, 2, UGRD="u-component of wind [m/s]", 3000-0-SPDL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
757.1, 835267242, 2, VGRD="v-component of wind [m/s]", 3000-0-SPDL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
758.0, 839217764, 2, VVEL="Vertical velocity (pressure) [Pa/s]", 3000-0-SPDL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
759.0, 841778841, 2, PWAT="Precipitable water [kg/(m^2)]", 3000-0-SPDL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
760.0, 842989164, 2, PLI="Parcel lifted index (to 500 hPa) [K]", 3000-0-SPDL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
761.0, 844125530, 2, PRES="Pressure [Pa]", 6000-3000-SPDL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
762.0, 846513383, 2, TMP="Temperature [K]", 6000-3000-SPDL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
763.0, 847647060, 2, RH="Relative humidity [%]", 6000-3000-SPDL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
764.0, 848687888, 2, SPFH="Specific humidity [kg/kg]", 6000-3000-SPDL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
765.0, 850985100, 2, UGRD="u-component of wind [m/s]", 6000-3000-SPDL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
765.1, 850985100, 2, VGRD="v-component of wind [m/s]", 6000-3000-SPDL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
766.0, 854870826, 2, PRES="Pressure [Pa]", 9000-6000-SPDL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
767.0, 857258679, 2, TMP="Temperature [K]", 9000-6000-SPDL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
768.0, 858405565, 2, RH="Relative humidity [%]", 9000-6000-SPDL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
769.0, 859470013, 2, SPFH="Specific humidity [kg/kg]", 9000-6000-SPDL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
770.0, 861813868, 2, UGRD="u-component of wind [m/s]", 9000-6000-SPDL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
770.1, 861813868, 2, VGRD="v-component of wind [m/s]", 9000-6000-SPDL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
771.0, 865700035, 2, VVEL="Vertical velocity (pressure) [Pa/s]", 9000-6000-SPDL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
772.0, 868134686, 2, PRES="Pressure [Pa]", 12000-9000-SPDL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
773.0, 870522539, 2, TMP="Temperature [K]", 12000-9000-SPDL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
774.0, 871676836, 2, RH="Relative humidity [%]", 12000-9000-SPDL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
775.0, 872756404, 2, SPFH="Specific humidity [kg/kg]", 12000-9000-SPDL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
776.0, 875122518, 2, UGRD="u-component of wind [m/s]", 12000-9000-SPDL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
776.1, 875122518, 2, VGRD="v-component of wind [m/s]", 12000-9000-SPDL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
777.0, 879022680, 2, PRES="Pressure [Pa]", 15000-12000-SPDL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
778.0, 881410533, 2, TMP="Temperature [K]", 15000-12000-SPDL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
779.0, 882559817, 2, RH="Relative humidity [%]", 15000-12000-SPDL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
780.0, 883624738, 2, SPFH="Specific humidity [kg/kg]", 15000-12000-SPDL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
781.0, 885960387, 2, UGRD="u-component of wind [m/s]", 15000-12000-SPDL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
781.1, 885960387, 2, VGRD="v-component of wind [m/s]", 15000-12000-SPDL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
782.0, 889817614, 2, PRES="Pressure [Pa]", 18000-15000-SPDL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
783.0, 892205467, 2, TMP="Temperature [K]", 18000-15000-SPDL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
784.0, 893364536, 2, RH="Relative humidity [%]", 18000-15000-SPDL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
785.0, 894433214, 2, SPFH="Specific humidity [kg/kg]", 18000-15000-SPDL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
786.0, 896727588, 2, UGRD="u-component of wind [m/s]", 18000-15000-SPDL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
786.1, 896727588, 2, VGRD="v-component of wind [m/s]", 18000-15000-SPDL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
787.0, 900513273, 2, VVEL="Vertical velocity (pressure) [Pa/s]", 18000-15000-SPDL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
788.0, 902864430, 2, 4LFTX="Best (4 layer) Lifted Index [K]", 18000-0-SPDL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
789.0, 904036818, 2, CAPE="Convective available potential energy [J/kg]", 18000-0-SPDL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
790.0, 904725929, 2, CIN="Convective inhibition [J/kg]", 18000-0-SPDL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
791.0, 905295230, 2, HPBL="Planetary Boundary Layer Height [m]", 0-SFC, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
792.0, 908479898, 2, HGT="Geopotential height [gpm]", 0-ADCL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
793.0, 911371402, 2, PRES="Pressure [Pa]", 0-ADCL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
794.0, 914112126, 2, CAPE="Convective available potential energy [J/kg]", 9000-0-SPDL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
795.0, 914721477, 2, CIN="Convective inhibition [J/kg]", 9000-0-SPDL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
796.0, 915267042, 2, CAPE="Convective available potential energy [J/kg]", 25500-0-SPDL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
797.0, 915897049, 2, CIN="Convective inhibition [J/kg]", 25500-0-SPDL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
798.0, 916376765, 2, PLPL="Pressure of level from which parcel was lifted [Pa]", 25500-0-SPDL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
799.0, 918663274, 2, LTNG="Lightning [-]", 0-SFC, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
800.0, 918916700, 2, LAND="Land cover (1=land; 2=sea) [Proportion]", 0-SFC, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
801.0, 919207754, 2, ICEC="Ice cover [Proportion]", 0-SFC, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
802.0, 919506888, 2, ALBDO="Albedo [%]", 0-SFC, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
803.0, 920631052, 2, SNFALB="Snow-Free Albedo [%]", 0-SFC, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
804.0, 921270427, 2, MXSALB="Maximum Snow Albedo [%]", 0-SFC, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
805.0, 922092994, 2, WTMP="Water temperature [K]", 0-SFC, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
806.0, 924775584, 2, WEASD="Water equivalent of accumulated snow depth [kg/(m^2)]", 0-SFC, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
807.0, 925731212, 2, SNOD="Snow depth [m]", 0-SFC, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
808.0, 926972159, 2, APCP01="01 hr Total precipitation [kg/(m^2)]", 0-SFC, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
809.0, 927301846, 2, WEASD="Water equivalent of accumulated snow depth [kg/(m^2)]", 0-SFC, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
810.0, 927583854, 2, TCDC="Total cloud cover [%]", 0-EATM, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
